yr,mon,arr_hour,delay_type,type_count
2010,10,2,Slight,12
2010,10,2,Moderate,4
2010,10,2,Severe,4
2010,10,3,None,34
2010,10,3,Slight,5
2010,10,3,Moderate,5
2010,10,3,Severe,0
2010,10,4,None,311
2010,10,4,Slight,60
2010,10,4,Moderate,23
2010,10,4,Severe,14
2010,10,5,None,2073
2010,10,5,Slight,583
2010,10,5,Moderate,176
2010,10,5,Severe,99
2010,10,6,None,5450
2010,10,6,Slight,984
2010,10,6,Moderate,259
2010,10,6,Severe,162
2010,10,7,None,14595
2010,10,7,Slight,1831
2010,10,7,Moderate,407
2010,10,7,Severe,374
2010,10,8,None,20880
2010,10,8,Slight,3221
2010,10,8,Moderate,821
2010,10,8,Severe,625
2010,10,9,None,27371
2010,10,9,Slight,4737
2010,10,9,Moderate,1287
2010,10,9,Severe,895
2010,10,10,None,26822
2010,10,10,Slight,5466
2010,10,10,Moderate,1543
2010,10,10,Severe,1066
2010,10,11,None,26330
2010,10,11,Slight,6591
2010,10,11,Moderate,1985
2010,10,11,Severe,1311
2010,10,12,None,26215
2010,10,12,Slight,7008
2010,10,12,Moderate,2334
2010,10,12,Severe,1620
2010,10,13,None,23700
2010,10,13,Slight,7399
2010,10,13,Moderate,2734
2010,10,13,Severe,1714
2010,10,14,None,23588
2010,10,14,Slight,7383
2010,10,14,Moderate,2824
2010,10,14,Severe,1823
2010,10,15,None,22534
2010,10,15,Slight,7871
2010,10,15,Moderate,3238
2010,10,15,Severe,2158
2010,10,16,None,24503
2010,10,16,Slight,9146
2010,10,16,Moderate,3768
2010,10,16,Severe,2592
2010,10,17,None,21504
2010,10,17,Slight,8376
2010,10,17,Moderate,3687
2010,10,17,Severe,2669
2010,10,18,None,21952
2010,10,18,Slight,8629
2010,10,18,Moderate,4342
2010,10,18,Severe,3034
2010,10,19,None,19750
2010,10,19,Slight,8055
2010,10,19,Moderate,3982
2010,10,19,Severe,2834
2010,10,20,None,23173
2010,10,20,Slight,8018
2010,10,20,Moderate,4307
2010,10,20,Severe,3107
2010,10,21,None,17642
2010,10,21,Slight,7015
2010,10,21,Moderate,3893
2010,10,21,Severe,2815
2010,10,22,None,15115
2010,10,22,Slight,5910
2010,10,22,Moderate,3204
2010,10,22,Severe,2358
2010,10,23,None,12268
2010,10,23,Slight,4327
2010,10,23,Moderate,2140
2010,10,23,Severe,1481
2010,11,0,None,1736
2010,11,0,Slight,699
2010,11,0,Moderate,426
2010,11,0,Severe,225
2010,11,1,None,237
2010,11,1,Slight,100
2010,11,1,Moderate,42
2010,11,1,Severe,29
2010,11,2,None,39
2010,11,2,Slight,18
2010,11,2,Moderate,6
2010,11,2,Severe,5
2010,11,3,None,38
2010,11,3,Slight,2
2010,11,3,Moderate,4
2010,11,3,Severe,2
2010,11,4,None,170
2010,11,4,Slight,39
2010,11,4,Moderate,22
2010,11,4,Severe,6
2010,11,5,None,2262
2010,11,5,Slight,667
2010,11,5,Moderate,255
2010,11,5,Severe,128
2010,11,6,None,4274
2010,11,6,Slight,864
2010,11,6,Moderate,304
2010,11,6,Severe,169
2010,11,7,None,13920
2010,11,7,Slight,1944
2010,11,7,Moderate,448
2010,11,7,Severe,314
2010,11,8,None,20061
2010,11,8,Slight,3189
2010,11,8,Moderate,732
2010,11,8,Severe,525
2010,11,9,None,25178
2010,11,9,Slight,4531
2010,11,9,Moderate,1294
2010,11,9,Severe,797
2010,11,10,None,26217
2010,11,10,Slight,5791
2010,11,10,Moderate,1741
2010,11,10,Severe,955
2010,11,11,None,23889
2010,11,11,Slight,5942
2010,11,11,Moderate,1899
2010,11,11,Severe,1053
2010,11,12,None,24877
2010,11,12,Slight,6695
2010,11,12,Moderate,2370
2010,11,12,Severe,1326
2010,11,13,None,23693
2010,11,13,Slight,7267
2010,11,13,Moderate,2711
2010,11,13,Severe,1439
2010,11,14,None,21864
2010,11,14,Slight,7041
2010,11,14,Moderate,2854
2010,11,14,Severe,1481
2010,11,15,None,21389
2010,11,15,Slight,7726
2010,11,15,Moderate,3146
2010,11,15,Severe,1796
2010,11,16,None,23601
2010,11,16,Slight,9142
2010,11,16,Moderate,3871
2010,11,16,Severe,2162
2010,11,17,None,19681
2010,11,17,Slight,8021
2010,11,17,Moderate,3769
2010,11,17,Severe,2243
2010,11,18,None,20884
2010,11,18,Slight,7972
2010,11,18,Moderate,4185
2010,11,18,Severe,2519
2010,11,19,None,18446
2010,11,19,Slight,7585
2010,11,19,Moderate,4043
2010,11,19,Severe,2642
2010,11,20,None,21743
2010,11,20,Slight,7755
2010,11,20,Moderate,4255
2010,11,20,Severe,2872
2010,11,21,None,17464
2010,11,21,Slight,6478
2010,11,21,Moderate,3796
2010,11,21,Severe,2525
2010,11,22,None,14298
2010,11,22,Slight,5666
2010,11,22,Moderate,3243
2010,11,22,Severe,2223
2010,11,23,None,11845
2010,11,23,Slight,4100
2010,11,23,Moderate,2306
2010,11,23,Severe,1437
2010,12,0,None,1466
2010,12,0,Slight,807
2010,12,0,Moderate,656
2010,12,0,Severe,540
2010,12,1,None,264
2010,12,1,Slight,150
2010,12,1,Moderate,93
2010,12,1,Severe,47
2010,12,2,None,37
2010,12,2,Slight,39
2010,12,2,Moderate,13
2010,12,2,Severe,20
2010,12,3,None,22
2010,12,3,Slight,9
2010,12,3,Moderate,12
2010,12,3,Severe,9
2010,12,4,None,159
2010,12,4,Slight,45
2010,12,4,Moderate,32
2010,12,4,Severe,16
2010,12,5,None,1935
2010,12,5,Slight,780
2010,12,5,Moderate,404
2010,12,5,Severe,298
2010,12,6,None,3557
2010,12,6,Slight,1104
2010,12,6,Moderate,483
2010,12,6,Severe,349
2010,12,7,None,12079
2010,12,7,Slight,2688
2010,12,7,Moderate,718
2010,12,7,Severe,605
2010,12,8,None,17472
2010,12,8,Slight,4386
2010,12,8,Moderate,1262
2010,12,8,Severe,980
2010,12,9,None,21961
2010,12,9,Slight,6309
2010,12,9,Moderate,2339
2010,12,9,Severe,1542
2010,12,10,None,22329
2010,12,10,Slight,7685
2010,12,10,Moderate,3041
2010,12,10,Severe,1861
2010,12,11,None,19562
2010,12,11,Slight,7414
2010,12,11,Moderate,3279
2010,12,11,Severe,2029
2010,12,12,None,20441
2010,12,12,Slight,8309
2010,12,12,Moderate,3901
2010,12,12,Severe,2650
2010,12,13,None,19226
2010,12,13,Slight,8566
2010,12,13,Moderate,4356
2010,12,13,Severe,2838
2010,12,14,None,17401
2010,12,14,Slight,7953
2010,12,14,Moderate,4427
2010,12,14,Severe,2948
2010,12,15,None,16904
2010,12,15,Slight,8232
2010,12,15,Moderate,4691
2010,12,15,Severe,3239
2010,12,16,None,19162
2010,12,16,Slight,10275
2010,12,16,Moderate,6074
2010,12,16,Severe,4249
2010,12,17,None,15115
2010,12,17,Slight,8068
2010,12,17,Moderate,5096
2010,12,17,Severe,3723
2010,12,18,None,17066
2010,12,18,Slight,8520
2010,12,18,Moderate,5969
2010,12,18,Severe,4608
2010,12,19,None,14206
2010,12,19,Slight,7871
2010,12,19,Moderate,5520
2010,12,19,Severe,4603
2010,12,20,None,17099
2010,12,20,Slight,8112
2010,12,20,Moderate,5799
2010,12,20,Severe,4973
2010,12,21,None,13761
2010,12,21,Slight,6857
2010,12,21,Moderate,5129
2010,12,21,Severe,4821
2010,12,22,None,10769
2010,12,22,Slight,5599
2010,12,22,Moderate,4168
2010,12,22,Severe,3828
2010,12,23,None,10000
2010,12,23,Slight,4923
2010,12,23,Moderate,3429
2010,12,23,Severe,2988
2011,1,0,None,1824
2011,1,0,Slight,757
2011,1,0,Moderate,519
2011,1,0,Severe,340
2011,1,1,None,213
2011,1,1,Slight,104
2011,1,1,Moderate,55
2011,1,1,Severe,26
2011,1,2,None,38
2011,1,2,Slight,24
2011,1,2,Moderate,9
2011,1,2,Severe,4
2011,1,3,None,25
2011,1,3,Slight,16
2011,1,3,Moderate,6
2011,1,3,Severe,2
2011,1,4,None,253
2011,1,4,Slight,62
2011,1,4,Moderate,25
2011,1,4,Severe,14
2011,1,5,None,1915
2011,1,5,Slight,610
2011,1,5,Moderate,276
2011,1,5,Severe,155
2011,1,6,None,3512
2011,1,6,Slight,787
2011,1,6,Moderate,289
2011,1,6,Severe,175
2011,1,7,None,11126
2011,1,7,Slight,1765
2011,1,7,Moderate,490
2011,1,7,Severe,409
2011,1,8,None,17300
2011,1,8,Slight,3135
2011,1,8,Moderate,932
2011,1,8,Severe,676
2011,1,9,None,21556
2011,1,9,Slight,4845
2011,1,9,Moderate,1522
2011,1,9,Severe,1103
2011,1,10,None,22713
2011,1,10,Slight,6086
2011,1,10,Moderate,2115
2011,1,10,Severe,1427
2011,1,11,None,19332
2011,1,11,Slight,6111
2011,1,11,Moderate,2402
2011,1,11,Severe,1618
2011,1,12,None,20526
2011,1,12,Slight,6663
2011,1,12,Moderate,2962
2011,1,12,Severe,1963
2011,1,13,None,19406
2011,1,13,Slight,7386
2011,1,13,Moderate,3263
2011,1,13,Severe,2071
2011,1,14,None,18361
2011,1,14,Slight,6798
2011,1,14,Moderate,3349
2011,1,14,Severe,2129
2011,1,15,None,17984
2011,1,15,Slight,7140
2011,1,15,Moderate,3613
2011,1,15,Severe,2373
2011,1,16,None,20152
2011,1,16,Slight,9059
2011,1,16,Moderate,4513
2011,1,16,Severe,2834
2011,1,17,None,16555
2011,1,17,Slight,7546
2011,1,17,Moderate,4109
2011,1,17,Severe,2600
2011,1,18,None,17888
2011,1,18,Slight,7716
2011,1,18,Moderate,4665
2011,1,18,Severe,3069
2011,1,19,None,16307
2011,1,19,Slight,7521
2011,1,19,Moderate,4448
2011,1,19,Severe,2933
2011,1,20,None,18321
2011,1,20,Slight,7328
2011,1,20,Moderate,4596
2011,1,20,Severe,3184
2011,1,21,None,15796
2011,1,21,Slight,6533
2011,1,21,Moderate,4237
2011,1,21,Severe,2928
2011,1,22,None,12138
2011,1,22,Slight,5540
2011,1,22,Moderate,3722
2011,1,22,Severe,2474
2011,1,23,None,10561
2011,1,23,Slight,4458
2011,1,23,Moderate,2749
2011,1,23,Severe,1875
2011,2,0,None,1742
2011,2,0,Slight,800
2011,2,0,Moderate,468
2011,2,0,Severe,401
2011,2,1,None,225
2011,2,1,Slight,121
2011,2,1,Moderate,53
2011,2,1,Severe,44
2011,2,2,None,40
2011,2,2,Slight,16
2011,2,2,Moderate,2
2011,2,2,Severe,5
2011,2,3,None,27
2011,2,3,Slight,7
2011,2,3,Moderate,2
2011,2,3,Severe,10
2011,2,4,None,277
2011,2,4,Slight,73
2011,2,4,Moderate,19
2011,2,4,Severe,20
2011,2,5,None,1660
2011,2,5,Slight,550
2011,2,5,Moderate,300
2011,2,5,Severe,187
2011,2,6,None,3305
2011,2,6,Slight,706
2011,2,6,Moderate,318
2011,2,6,Severe,204
2011,2,7,None,10691
2011,2,7,Slight,1615
2011,2,7,Moderate,473
2011,2,7,Severe,496
2011,2,8,None,15793
2011,2,8,Slight,2834
2011,2,8,Moderate,796
2011,2,8,Severe,701
2011,2,9,None,19753
2011,2,9,Slight,4152
2011,2,9,Moderate,1361
2011,2,9,Severe,1084
2011,2,10,None,21083
2011,2,10,Slight,5336
2011,2,10,Moderate,2044
2011,2,10,Severe,1323
2011,2,11,None,17518
2011,2,11,Slight,5469
2011,2,11,Moderate,2303
2011,2,11,Severe,1439
2011,2,12,None,18676
2011,2,12,Slight,5891
2011,2,12,Moderate,2645
2011,2,12,Severe,1736
2011,2,13,None,17518
2011,2,13,Slight,6630
2011,2,13,Moderate,2983
2011,2,13,Severe,1910
2011,2,14,None,16600
2011,2,14,Slight,6065
2011,2,14,Moderate,2881
2011,2,14,Severe,1919
2011,2,15,None,16040
2011,2,15,Slight,6582
2011,2,15,Moderate,3275
2011,2,15,Severe,2197
2011,2,16,None,18303
2011,2,16,Slight,8031
2011,2,16,Moderate,4031
2011,2,16,Severe,2656
2011,2,17,None,14805
2011,2,17,Slight,6607
2011,2,17,Moderate,3709
2011,2,17,Severe,2662
2011,2,18,None,15669
2011,2,18,Slight,7302
2011,2,18,Moderate,4136
2011,2,18,Severe,3113
2011,2,19,None,14474
2011,2,19,Slight,6631
2011,2,19,Moderate,3940
2011,2,19,Severe,3045
2011,2,20,None,16443
2011,2,20,Slight,6563
2011,2,20,Moderate,3995
2011,2,20,Severe,3475
2011,2,21,None,14245
2011,2,21,Slight,5812
2011,2,21,Moderate,3855
2011,2,21,Severe,3265
2011,2,22,None,11101
2011,2,22,Slight,5204
2011,2,22,Moderate,3285
2011,2,22,Severe,2764
2011,2,23,None,9757
2011,2,23,Slight,4117
2011,2,23,Moderate,2612
2011,2,23,Severe,2048
2011,3,0,None,2488
2011,3,0,Slight,1330
2011,3,0,Moderate,914
2011,3,0,Severe,662
2011,3,1,None,405
2011,3,1,Slight,160
2011,3,1,Moderate,81
2011,3,1,Severe,37
2011,3,2,None,61
2011,3,2,Slight,22
2011,3,2,Moderate,5
2011,3,2,Severe,13
2011,3,3,None,64
2011,3,3,Slight,14
2011,3,3,Moderate,5
2011,3,3,Severe,11
2011,3,4,None,345
2011,3,4,Slight,61
2011,3,4,Moderate,25
2011,3,4,Severe,13
2011,3,5,None,2241
2011,3,5,Slight,799
2011,3,5,Moderate,360
2011,3,5,Severe,254
2011,3,6,None,4509
2011,3,6,Slight,1072
2011,3,6,Moderate,402
2011,3,6,Severe,241
2011,3,7,None,14627
2011,3,7,Slight,2157
2011,3,7,Moderate,569
2011,3,7,Severe,395
2011,3,8,None,19889
2011,3,8,Slight,3156
2011,3,8,Moderate,836
2011,3,8,Severe,645
2011,3,9,None,25207
2011,3,9,Slight,4966
2011,3,9,Moderate,1521
2011,3,9,Severe,1127
2011,3,10,None,24797
2011,3,10,Slight,6047
2011,3,10,Moderate,2046
2011,3,10,Severe,1321
2011,3,11,None,22259
2011,3,11,Slight,6482
2011,3,11,Moderate,2362
2011,3,11,Severe,1637
2011,3,12,None,22325
2011,3,12,Slight,6971
2011,3,12,Moderate,2786
2011,3,12,Severe,1861
2011,3,13,None,20507
2011,3,13,Slight,7003
2011,3,13,Moderate,3103
2011,3,13,Severe,2064
2011,3,14,None,20107
2011,3,14,Slight,7159
2011,3,14,Moderate,3162
2011,3,14,Severe,2193
2011,3,15,None,18658
2011,3,15,Slight,7473
2011,3,15,Moderate,3438
2011,3,15,Severe,2347
2011,3,16,None,21842
2011,3,16,Slight,9311
2011,3,16,Moderate,4381
2011,3,16,Severe,3023
2011,3,17,None,17923
2011,3,17,Slight,8053
2011,3,17,Moderate,4110
2011,3,17,Severe,3082
2011,3,18,None,19113
2011,3,18,Slight,8218
2011,3,18,Moderate,4506
2011,3,18,Severe,3466
2011,3,19,None,18048
2011,3,19,Slight,7898
2011,3,19,Moderate,4318
2011,3,19,Severe,3721
2011,3,20,None,19551
2011,3,20,Slight,7778
2011,3,20,Moderate,4674
2011,3,20,Severe,3762
2011,3,21,None,16434
2011,3,21,Slight,7041
2011,3,21,Moderate,4387
2011,3,21,Severe,3587
2011,3,22,None,14329
2011,3,22,Slight,6445
2011,3,22,Moderate,4048
2011,3,22,Severe,3428
2011,3,23,None,12530
2011,3,23,Slight,5506
2011,3,23,Moderate,3516
2011,3,23,Severe,2670
2011,4,0,None,2180
2011,4,0,Slight,1140
2011,4,0,Moderate,860
2011,4,0,Severe,712
2011,4,1,None,336
2011,4,1,Slight,94
2011,4,1,Moderate,84
2011,4,1,Severe,74
2011,4,2,None,101
2011,4,2,Slight,15
2011,4,2,Moderate,15
2011,4,2,Severe,11
2011,4,3,None,62
2011,4,3,Slight,13
2011,4,3,Moderate,13
2011,4,3,Severe,15
2011,4,4,None,256
2011,4,4,Slight,75
2011,4,4,Moderate,22
2011,4,4,Severe,5
2011,4,5,None,2174
2011,4,5,Slight,707
2011,4,5,Moderate,423
2011,4,5,Severe,268
2011,4,6,None,4633
2011,4,6,Slight,1076
2011,4,6,Moderate,453
2011,4,6,Severe,257
2011,4,7,None,13782
2011,4,7,Slight,1943
2011,4,7,Moderate,551
2011,4,7,Severe,429
2011,4,8,None,19013
2011,4,8,Slight,3075
2011,4,8,Moderate,916
2011,4,8,Severe,700
2011,4,9,None,24770
2011,4,9,Slight,5115
2011,4,9,Moderate,1615
2011,4,9,Severe,1193
2011,4,10,None,22605
2011,4,10,Slight,5251
2011,4,10,Moderate,2012
2011,4,10,Severe,1365
2011,4,11,None,22575
2011,4,11,Slight,6328
2011,4,11,Moderate,2524
2011,4,11,Severe,1704
2011,4,12,None,21251
2011,4,12,Slight,6147
2011,4,12,Moderate,2859
2011,4,12,Severe,1939
2011,4,13,None,19159
2011,4,13,Slight,6916
2011,4,13,Moderate,3241
2011,4,13,Severe,2238
2011,4,14,None,19069
2011,4,14,Slight,7038
2011,4,14,Moderate,3387
2011,4,14,Severe,2444
2011,4,15,None,17169
2011,4,15,Slight,6933
2011,4,15,Moderate,3610
2011,4,15,Severe,2700
2011,4,16,None,19685
2011,4,16,Slight,8886
2011,4,16,Moderate,4680
2011,4,16,Severe,3467
2011,4,17,None,16442
2011,4,17,Slight,7867
2011,4,17,Moderate,4358
2011,4,17,Severe,3381
2011,4,18,None,16983
2011,4,18,Slight,7889
2011,4,18,Moderate,4637
2011,4,18,Severe,4150
2011,4,19,None,16342
2011,4,19,Slight,7550
2011,4,19,Moderate,4552
2011,4,19,Severe,4235
2011,4,20,None,16878
2011,4,20,Slight,7241
2011,4,20,Moderate,4810
2011,4,20,Severe,4603
2011,4,21,None,14470
2011,4,21,Slight,6512
2011,4,21,Moderate,4504
2011,4,21,Severe,4409
2011,4,22,None,12352
2011,4,22,Slight,5764
2011,4,22,Moderate,4147
2011,4,22,Severe,4016
2011,4,23,None,10632
2011,4,23,Slight,5040
2011,4,23,Moderate,3537
2011,4,23,Severe,3089
2011,5,0,None,2060
2011,5,0,Slight,1106
2011,5,0,Moderate,795
2011,5,0,Severe,618
2011,5,1,None,338
2011,5,1,Slight,151
2011,5,1,Moderate,88
2011,5,1,Severe,76
2011,5,2,None,67
2011,5,2,Slight,21
2011,5,2,Moderate,25
2011,5,2,Severe,7
2011,5,3,None,60
2011,5,3,Slight,8
2011,5,3,Moderate,10
2011,5,3,Severe,5
2011,5,4,None,286
2011,5,4,Slight,64
2011,5,4,Moderate,20
2011,5,4,Severe,24
2011,5,5,None,2412
2011,5,5,Slight,755
2011,5,5,Moderate,316
2011,5,5,Severe,189
2011,5,6,None,4501
2011,5,6,Slight,1145
2011,5,6,Moderate,435
2011,5,6,Severe,294
2011,5,7,None,13847
2011,5,7,Slight,2172
2011,5,7,Moderate,532
2011,5,7,Severe,419
2011,5,8,None,18531
2011,5,8,Slight,3476
2011,5,8,Moderate,916
2011,5,8,Severe,694
2011,5,9,None,25617
2011,5,9,Slight,5207
2011,5,9,Moderate,1593
2011,5,9,Severe,1174
2011,5,10,None,24020
2011,5,10,Slight,5626
2011,5,10,Moderate,1779
2011,5,10,Severe,1284
2011,5,11,None,23254
2011,5,11,Slight,6785
2011,5,11,Moderate,2336
2011,5,11,Severe,1670
2011,5,12,None,22267
2011,5,12,Slight,6913
2011,5,12,Moderate,2474
2011,5,12,Severe,1793
2011,5,13,None,20040
2011,5,13,Slight,7520
2011,5,13,Moderate,3178
2011,5,13,Severe,2059
2011,5,14,None,20127
2011,5,14,Slight,7979
2011,5,14,Moderate,3389
2011,5,14,Severe,2245
2011,5,15,None,17876
2011,5,15,Slight,7443
2011,5,15,Moderate,3484
2011,5,15,Severe,2531
2011,5,16,None,20285
2011,5,16,Slight,9544
2011,5,16,Moderate,4697
2011,5,16,Severe,3435
2011,5,17,None,17217
2011,5,17,Slight,8377
2011,5,17,Moderate,4336
2011,5,17,Severe,3411
2011,5,18,None,17296
2011,5,18,Slight,8319
2011,5,18,Moderate,4817
2011,5,18,Severe,4132
2011,5,19,None,16726
2011,5,19,Slight,8360
2011,5,19,Moderate,5070
2011,5,19,Severe,4697
2011,5,20,None,17270
2011,5,20,Slight,7264
2011,5,20,Moderate,4708
2011,5,20,Severe,4732
2011,5,21,None,14922
2011,5,21,Slight,6896
2011,5,21,Moderate,4858
2011,5,21,Severe,4889
2011,5,22,None,12480
2011,5,22,Slight,5748
2011,5,22,Moderate,4178
2011,5,22,Severe,4155
2011,5,23,None,10378
2011,5,23,Slight,4823
2011,5,23,Moderate,3334
2011,5,23,Severe,3100
2011,6,0,None,2566
2011,6,0,Slight,1796
2011,6,0,Moderate,1067
2011,6,0,Severe,1032
2011,6,1,None,536
2011,6,1,Slight,192
2011,6,1,Moderate,125
2011,6,1,Severe,134
2011,6,2,None,76
2011,6,2,Slight,28
2011,6,2,Moderate,27
2011,6,2,Severe,17
2011,6,3,None,53
2011,6,3,Slight,14
2011,6,3,Moderate,12
2011,6,3,Severe,10
2011,6,4,None,277
2011,6,4,Slight,97
2011,6,4,Moderate,27
2011,6,4,Severe,15
2011,6,5,None,2146
2011,6,5,Slight,904
2011,6,5,Moderate,391
2011,6,5,Severe,309
2011,6,6,None,5370
2011,6,6,Slight,1331
2011,6,6,Moderate,521
2011,6,6,Severe,462
2011,6,7,None,14667
2011,6,7,Slight,2682
2011,6,7,Moderate,675
2011,6,7,Severe,677
2011,6,8,None,19268
2011,6,8,Slight,3799
2011,6,8,Moderate,1030
2011,6,8,Severe,843
2011,6,9,None,25407
2011,6,9,Slight,5665
2011,6,9,Moderate,1788
2011,6,9,Severe,1419
2011,6,10,None,24095
2011,6,10,Slight,6367
2011,6,10,Moderate,2246
2011,6,10,Severe,1731
2011,6,11,None,22101
2011,6,11,Slight,6828
2011,6,11,Moderate,2362
2011,6,11,Severe,1753
2011,6,12,None,22090
2011,6,12,Slight,7327
2011,6,12,Moderate,2797
2011,6,12,Severe,1954
2011,6,13,None,19777
2011,6,13,Slight,7626
2011,6,13,Moderate,3002
2011,6,13,Severe,2065
2011,6,14,None,19847
2011,6,14,Slight,8638
2011,6,14,Moderate,3408
2011,6,14,Severe,2214
2011,6,15,None,17526
2011,6,15,Slight,7816
2011,6,15,Moderate,3485
2011,6,15,Severe,2362
2011,6,16,None,19643
2011,6,16,Slight,9719
2011,6,16,Moderate,4629
2011,6,16,Severe,3200
2011,6,17,None,16368
2011,6,17,Slight,8778
2011,6,17,Moderate,4399
2011,6,17,Severe,3136
2011,6,18,None,17340
2011,6,18,Slight,9307
2011,6,18,Moderate,5289
2011,6,18,Severe,4239
2011,6,19,None,16248
2011,6,19,Slight,8713
2011,6,19,Moderate,5059
2011,6,19,Severe,4461
2011,6,20,None,16414
2011,6,20,Slight,8007
2011,6,20,Moderate,5044
2011,6,20,Severe,5046
2011,6,21,None,13976
2011,6,21,Slight,6949
2011,6,21,Moderate,4902
2011,6,21,Severe,5031
2011,6,22,None,12482
2011,6,22,Slight,6239
2011,6,22,Moderate,4404
2011,6,22,Severe,4593
2011,6,23,None,11137
2011,6,23,Slight,5959
2011,6,23,Moderate,4119
2011,6,23,Severe,3745
2011,7,0,None,3160
2011,7,0,Slight,1979
2011,7,0,Moderate,1284
2011,7,0,Severe,1111
2011,7,1,None,670
2011,7,1,Slight,373
