yr,mon,dep_hour,delay_type,type_count
2010,10,2,Slight,7
2010,10,2,Moderate,2
2010,10,2,Severe,1
2010,10,3,None,26
2010,10,3,Slight,2
2010,10,3,Moderate,0
2010,10,3,Severe,1
2010,10,4,None,0
2010,10,4,Slight,0
2010,10,4,Moderate,0
2010,10,4,Severe,0
2010,10,5,None,4182
2010,10,5,Slight,506
2010,10,5,Moderate,94
2010,10,5,Severe,93
2010,10,6,None,33343
2010,10,6,Slight,4607
2010,10,6,Moderate,881
2010,10,6,Severe,770
2010,10,7,None,31771
2010,10,7,Slight,5768
2010,10,7,Moderate,1491
2010,10,7,Severe,986
2010,10,8,None,31064
2010,10,8,Slight,6837
2010,10,8,Moderate,1926
2010,10,8,Severe,1266
2010,10,9,None,25872
2010,10,9,Slight,6934
2010,10,9,Moderate,2217
2010,10,9,Severe,1413
2010,10,10,None,26134
2010,10,10,Slight,8002
2010,10,10,Moderate,2606
2010,10,10,Severe,1720
2010,10,11,None,24270
2010,10,11,Slight,7768
2010,10,11,Moderate,2776
2010,10,11,Severe,1888
2010,10,12,None,24597
2010,10,12,Slight,7595
2010,10,12,Moderate,3280
2010,10,12,Severe,2119
2010,10,13,None,23763
2010,10,13,Slight,8089
2010,10,13,Moderate,3323
2010,10,13,Severe,2289
2010,10,14,None,20087
2010,10,14,Slight,8241
2010,10,14,Moderate,3598
2010,10,14,Severe,2432
2010,10,15,None,21337
2010,10,15,Slight,8265
2010,10,15,Moderate,3897
2010,10,15,Severe,2817
2010,10,16,None,20621
2010,10,16,Slight,8003
2010,10,16,Moderate,3990
2010,10,16,Severe,2952
2010,10,17,None,21148
2010,10,17,Slight,8398
2010,10,17,Moderate,4455
2010,10,17,Severe,3021
2010,10,18,None,19922
2010,10,18,Slight,7252
2010,10,18,Moderate,3853
2010,10,18,Severe,2898
2010,10,19,None,19119
2010,10,19,Slight,7056
2010,10,19,Moderate,3938
2010,10,19,Severe,2921
2010,10,20,None,11412
2010,10,20,Slight,4169
2010,10,20,Moderate,2436
2010,10,20,Severe,1734
2010,10,21,None,10906
2010,10,21,Slight,3694
2010,10,21,Moderate,1789
2010,10,21,Severe,1228
2010,10,22,None,5543
2010,10,22,Slight,1489
2010,10,22,Moderate,578
2010,10,22,Severe,327
2010,10,23,None,1678
2010,10,23,Slight,425
2010,10,23,Moderate,185
2010,10,23,Severe,75
2010,11,0,None,674
2010,11,0,Slight,238
2010,11,0,Moderate,95
2010,11,0,Severe,31
2010,11,1,None,228
2010,11,1,Slight,69
2010,11,1,Moderate,22
2010,11,1,Severe,14
2010,11,2,None,52
2010,11,2,Slight,24
2010,11,2,Moderate,5
2010,11,2,Severe,4
2010,11,3,None,9
2010,11,3,Slight,1
2010,11,3,Moderate,3
2010,11,3,Severe,1
2010,11,4,None,50
2010,11,4,Slight,2
2010,11,4,Moderate,3
2010,11,4,Severe,2
2010,11,5,None,3784
2010,11,5,Slight,516
2010,11,5,Moderate,107
2010,11,5,Severe,81
2010,11,6,None,32553
2010,11,6,Slight,5034
2010,11,6,Moderate,981
2010,11,6,Severe,740
2010,11,7,None,30016
2010,11,7,Slight,5550
2010,11,7,Moderate,1428
2010,11,7,Severe,839
2010,11,8,None,28790
2010,11,8,Slight,6541
2010,11,8,Moderate,1926
2010,11,8,Severe,1121
2010,11,9,None,24130
2010,11,9,Slight,6599
2010,11,9,Moderate,2162
2010,11,9,Severe,1146
2010,11,10,None,24397
2010,11,10,Slight,7349
2010,11,10,Moderate,2729
2010,11,10,Severe,1440
2010,11,11,None,23807
2010,11,11,Slight,7904
2010,11,11,Moderate,3094
2010,11,11,Severe,1532
2010,11,12,None,22162
2010,11,12,Slight,7376
2010,11,12,Moderate,3042
2010,11,12,Severe,1714
2010,11,13,None,23069
2010,11,13,Slight,8132
2010,11,13,Moderate,3508
2010,11,13,Severe,2035
2010,11,14,None,19514
2010,11,14,Slight,7713
2010,11,14,Moderate,3508
2010,11,14,Severe,1960
2010,11,15,None,19506
2010,11,15,Slight,7559
2010,11,15,Moderate,3748
2010,11,15,Severe,2190
2010,11,16,None,20170
2010,11,16,Slight,7713
2010,11,16,Moderate,4119
2010,11,16,Severe,2605
2010,11,17,None,21166
2010,11,17,Slight,8213
2010,11,17,Moderate,4401
2010,11,17,Severe,2897
2010,11,18,None,17435
2010,11,18,Slight,6588
2010,11,18,Moderate,3688
2010,11,18,Severe,2596
2010,11,19,None,18374
2010,11,19,Slight,6910
2010,11,19,Moderate,3983
2010,11,19,Severe,2623
2010,11,20,None,10773
2010,11,20,Slight,3830
2010,11,20,Moderate,2502
2010,11,20,Severe,1707
2010,11,21,None,10089
2010,11,21,Slight,3423
2010,11,21,Moderate,1887
2010,11,21,Severe,1146
2010,11,22,None,5310
2010,11,22,Slight,1453
2010,11,22,Moderate,573
2010,11,22,Severe,335
2010,11,23,None,1748
2010,11,23,Slight,497
2010,11,23,Moderate,208
2010,11,23,Severe,114
2010,12,0,None,672
2010,12,0,Slight,328
2010,12,0,Moderate,185
2010,12,0,Severe,126
2010,12,1,None,271
2010,12,1,Slight,106
2010,12,1,Moderate,49
2010,12,1,Severe,31
2010,12,2,None,45
2010,12,2,Slight,24
2010,12,2,Moderate,10
2010,12,2,Severe,6
2010,12,3,None,0
2010,12,3,Slight,0
2010,12,3,Moderate,0
2010,12,3,Severe,0
2010,12,4,None,49
2010,12,4,Slight,10
2010,12,4,Moderate,12
2010,12,4,Severe,11
2010,12,5,None,3511
2010,12,5,Slight,895
2010,12,5,Moderate,198
2010,12,5,Severe,178
2010,12,6,None,29159
2010,12,6,Slight,7307
2010,12,6,Moderate,1764
2010,12,6,Severe,1316
2010,12,7,None,25697
2010,12,7,Slight,7550
2010,12,7,Moderate,2384
2010,12,7,Severe,1749
2010,12,8,None,24539
2010,12,8,Slight,8395
2010,12,8,Moderate,3334
2010,12,8,Severe,2080
2010,12,9,None,19520
2010,12,9,Slight,8189
2010,12,9,Moderate,3621
2010,12,9,Severe,2157
2010,12,10,None,19761
2010,12,10,Slight,8609
2010,12,10,Moderate,4371
2010,12,10,Severe,2774
2010,12,11,None,19289
2010,12,11,Slight,9148
2010,12,11,Moderate,4779
2010,12,11,Severe,3142
2010,12,12,None,17536
2010,12,12,Slight,8252
2010,12,12,Moderate,5050
2010,12,12,Severe,3287
2010,12,13,None,17907
2010,12,13,Slight,8800
2010,12,13,Moderate,5370
2010,12,13,Severe,3705
2010,12,14,None,15779
2010,12,14,Slight,8293
2010,12,14,Moderate,5174
2010,12,14,Severe,3919
2010,12,15,None,15536
2010,12,15,Slight,7960
2010,12,15,Moderate,5215
2010,12,15,Severe,4052
2010,12,16,None,15695
2010,12,16,Slight,8049
2010,12,16,Moderate,5681
2010,12,16,Severe,4452
2010,12,17,None,17113
2010,12,17,Slight,8513
2010,12,17,Moderate,6144
2010,12,17,Severe,4957
2010,12,18,None,13392
2010,12,18,Slight,7021
2010,12,18,Moderate,4897
2010,12,18,Severe,4247
2010,12,19,None,14391
2010,12,19,Slight,6898
2010,12,19,Moderate,5353
2010,12,19,Severe,4952
2010,12,20,None,8374
2010,12,20,Slight,4232
2010,12,20,Moderate,3279
2010,12,20,Severe,3391
2010,12,21,None,7759
2010,12,21,Slight,3591
2010,12,21,Moderate,2581
2010,12,21,Severe,2243
2010,12,22,None,4438
2010,12,22,Slight,1859
2010,12,22,Moderate,1083
2010,12,22,Severe,745
2010,12,23,None,1560
2010,12,23,Slight,672
2010,12,23,Moderate,357
2010,12,23,Severe,244
2011,1,0,None,657
2011,1,0,Slight,253
2011,1,0,Moderate,110
2011,1,0,Severe,42
2011,1,1,None,262
2011,1,1,Slight,76
2011,1,1,Moderate,27
2011,1,1,Severe,14
2011,1,2,None,47
2011,1,2,Slight,13
2011,1,2,Moderate,6
2011,1,2,Severe,4
2011,1,3,None,3
2011,1,3,Slight,3
2011,1,3,Moderate,0
2011,1,3,Severe,1
2011,1,4,None,57
2011,1,4,Slight,14
2011,1,4,Moderate,3
2011,1,4,Severe,4
2011,1,5,None,3249
2011,1,5,Slight,520
2011,1,5,Moderate,116
2011,1,5,Severe,135
2011,1,6,None,28665
2011,1,6,Slight,5114
2011,1,6,Moderate,1278
2011,1,6,Severe,992
2011,1,7,None,25478
2011,1,7,Slight,5845
2011,1,7,Moderate,1709
2011,1,7,Severe,1202
2011,1,8,None,24593
2011,1,8,Slight,6857
2011,1,8,Moderate,2313
2011,1,8,Severe,1537
2011,1,9,None,19558
2011,1,9,Slight,6550
2011,1,9,Moderate,2599
2011,1,9,Severe,1640
2011,1,10,None,20414
2011,1,10,Slight,7553
2011,1,10,Moderate,3317
2011,1,10,Severe,2159
2011,1,11,None,19766
2011,1,11,Slight,7962
2011,1,11,Moderate,3708
2011,1,11,Severe,2389
2011,1,12,None,18147
2011,1,12,Slight,7012
2011,1,12,Moderate,3602
2011,1,12,Severe,2307
2011,1,13,None,19192
2011,1,13,Slight,7655
2011,1,13,Moderate,4059
2011,1,13,Severe,2629
2011,1,14,None,16487
2011,1,14,Slight,7412
2011,1,14,Moderate,3897
2011,1,14,Severe,2488
2011,1,15,None,16600
2011,1,15,Slight,7484
2011,1,15,Moderate,4206
2011,1,15,Severe,2848
2011,1,16,None,17349
2011,1,16,Slight,7203
2011,1,16,Moderate,4382
2011,1,16,Severe,2815
2011,1,17,None,18215
2011,1,17,Slight,8106
2011,1,17,Moderate,4827
2011,1,17,Severe,3270
2011,1,18,None,15126
2011,1,18,Slight,6309
2011,1,18,Moderate,4176
2011,1,18,Severe,2778
2011,1,19,None,15869
2011,1,19,Slight,6649
2011,1,19,Moderate,4594
2011,1,19,Severe,3133
2011,1,20,None,9277
2011,1,20,Slight,3935
2011,1,20,Moderate,2861
2011,1,20,Severe,2056
2011,1,21,None,7692
2011,1,21,Slight,3286
2011,1,21,Moderate,2010
2011,1,21,Severe,1332
2011,1,22,None,5362
2011,1,22,Slight,1708
2011,1,22,Moderate,824
2011,1,22,Severe,463
2011,1,23,None,1737
2011,1,23,Slight,471
2011,1,23,Moderate,242
2011,1,23,Severe,144
2011,2,0,None,558
2011,2,0,Slight,206
2011,2,0,Moderate,93
2011,2,0,Severe,54
2011,2,1,None,242
2011,2,1,Slight,49
2011,2,1,Moderate,32
2011,2,1,Severe,18
2011,2,2,None,53
2011,2,2,Slight,6
2011,2,2,Moderate,4
2011,2,2,Severe,1
2011,2,3,None,2
2011,2,3,Slight,2
2011,2,3,Moderate,3
2011,2,3,Severe,1
2011,2,4,None,51
2011,2,4,Slight,5
2011,2,4,Moderate,4
2011,2,4,Severe,7
2011,2,5,None,3023
2011,2,5,Slight,425
2011,2,5,Moderate,104
2011,2,5,Severe,89
2011,2,6,None,26496
2011,2,6,Slight,4704
2011,2,6,Moderate,1118
2011,2,6,Severe,1069
2011,2,7,None,23402
2011,2,7,Slight,5025
2011,2,7,Moderate,1495
2011,2,7,Severe,1112
2011,2,8,None,22914
2011,2,8,Slight,5978
2011,2,8,Moderate,2214
2011,2,8,Severe,1565
2011,2,9,None,17691
2011,2,9,Slight,5696
2011,2,9,Moderate,2370
2011,2,9,Severe,1425
2011,2,10,None,18588
2011,2,10,Slight,6706
2011,2,10,Moderate,3082
2011,2,10,Severe,1827
2011,2,11,None,18016
2011,2,11,Slight,7153
2011,2,11,Moderate,3395
2011,2,11,Severe,2162
2011,2,12,None,16167
2011,2,12,Slight,6262
2011,2,12,Moderate,3283
2011,2,12,Severe,2150
2011,2,13,None,17127
2011,2,13,Slight,7058
2011,2,13,Moderate,3538
2011,2,13,Severe,2518
2011,2,14,None,14603
2011,2,14,Slight,6721
2011,2,14,Moderate,3665
2011,2,14,Severe,2415
2011,2,15,None,14898
2011,2,15,Slight,6672
2011,2,15,Moderate,3804
2011,2,15,Severe,2774
2011,2,16,None,14969
2011,2,16,Slight,6640
2011,2,16,Moderate,3864
2011,2,16,Severe,2918
2011,2,17,None,16653
2011,2,17,Slight,7306
2011,2,17,Moderate,4224
2011,2,17,Severe,3388
2011,2,18,None,13399
2011,2,18,Slight,5565
2011,2,18,Moderate,3693
2011,2,18,Severe,3141
2011,2,19,None,14567
2011,2,19,Slight,6134
2011,2,19,Moderate,3875
2011,2,19,Severe,3439
2011,2,20,None,8299
2011,2,20,Slight,3649
2011,2,20,Moderate,2530
2011,2,20,Severe,2153
2011,2,21,None,7327
2011,2,21,Slight,3203
2011,2,21,Moderate,1982
2011,2,21,Severe,1672
2011,2,22,None,5005
2011,2,22,Slight,1516
2011,2,22,Moderate,827
2011,2,22,Severe,620
2011,2,23,None,1695
2011,2,23,Slight,433
2011,2,23,Moderate,287
2011,2,23,Severe,186
2011,3,0,None,709
2011,3,0,Slight,262
2011,3,0,Moderate,86
2011,3,0,Severe,59
2011,3,1,None,440
2011,3,1,Slight,113
2011,3,1,Moderate,30
2011,3,1,Severe,9
2011,3,2,None,25
2011,3,2,Slight,9
2011,3,2,Moderate,4
2011,3,2,Severe,3
2011,3,3,None,36
2011,3,3,Slight,6
2011,3,3,Moderate,2
2011,3,3,Severe,6
2011,3,4,None,52
2011,3,4,Slight,1
2011,3,4,Moderate,4
2011,3,4,Severe,4
2011,3,5,None,4012
2011,3,5,Slight,532
2011,3,5,Moderate,120
2011,3,5,Severe,88
2011,3,6,None,34210
2011,3,6,Slight,5759
2011,3,6,Moderate,1141
2011,3,6,Severe,864
2011,3,7,None,29333
2011,3,7,Slight,5767
2011,3,7,Moderate,1593
2011,3,7,Severe,1124
2011,3,8,None,27637
2011,3,8,Slight,6706
2011,3,8,Moderate,2332
2011,3,8,Severe,1608
2011,3,9,None,21453
2011,3,9,Slight,6799
2011,3,9,Moderate,2523
2011,3,9,Severe,1577
2011,3,10,None,22329
2011,3,10,Slight,7622
2011,3,10,Moderate,3093
2011,3,10,Severe,2092
2011,3,11,None,21418
2011,3,11,Slight,8306
2011,3,11,Moderate,3616
2011,3,11,Severe,2346
2011,3,12,None,19559
2011,3,12,Slight,6861
2011,3,12,Moderate,3513
2011,3,12,Severe,2434
2011,3,13,None,20067
2011,3,13,Slight,8207
2011,3,13,Moderate,4003
2011,3,13,Severe,2951
2011,3,14,None,17806
2011,3,14,Slight,7795
2011,3,14,Moderate,3829
2011,3,14,Severe,2683
2011,3,15,None,18039
2011,3,15,Slight,8104
2011,3,15,Moderate,4153
2011,3,15,Severe,3019
2011,3,16,None,17494
2011,3,16,Slight,7543
2011,3,16,Moderate,4193
2011,3,16,Severe,3338
2011,3,17,None,19960
2011,3,17,Slight,8434
2011,3,17,Moderate,4879
2011,3,17,Severe,4000
2011,3,18,None,16605
2011,3,18,Slight,6819
2011,3,18,Moderate,4239
2011,3,18,Severe,3637
2011,3,19,None,17753
2011,3,19,Slight,7542
2011,3,19,Moderate,4774
2011,3,19,Severe,3951
2011,3,20,None,11231
2011,3,20,Slight,4569
2011,3,20,Moderate,3028
2011,3,20,Severe,2716
2011,3,21,None,10169
2011,3,21,Slight,4549
2011,3,21,Moderate,2900
2011,3,21,Severe,2160
2011,3,22,None,5666
2011,3,22,Slight,2083
2011,3,22,Moderate,1138
2011,3,22,Severe,660
2011,3,23,None,2256
2011,3,23,Slight,734
2011,3,23,Moderate,362
2011,3,23,Severe,231
2011,4,0,None,504
2011,4,0,Slight,199
2011,4,0,Moderate,98
2011,4,0,Severe,72
2011,4,1,None,370
2011,4,1,Slight,117
2011,4,1,Moderate,44
2011,4,1,Severe,27
2011,4,2,None,28
2011,4,2,Slight,1
2011,4,2,Moderate,1
2011,4,2,Severe,0
2011,4,3,None,58
2011,4,3,Slight,16
2011,4,3,Moderate,10
2011,4,3,Severe,11
2011,4,4,None,23
2011,4,4,Slight,0
2011,4,4,Moderate,2
2011,4,4,Severe,1
2011,4,5,None,3312
2011,4,5,Slight,455
2011,4,5,Moderate,111
2011,4,5,Severe,83
2011,4,6,None,33376
2011,4,6,Slight,5436
2011,4,6,Moderate,1305
2011,4,6,Severe,1024
2011,4,7,None,27698
2011,4,7,Slight,5275
2011,4,7,Moderate,1683
2011,4,7,Severe,1214
2011,4,8,None,26695
2011,4,8,Slight,6376
2011,4,8,Moderate,2373
2011,4,8,Severe,1759
2011,4,9,None,20488
2011,4,9,Slight,6318
2011,4,9,Moderate,2571
2011,4,9,Severe,1642
2011,4,10,None,21172
2011,4,10,Slight,7378
2011,4,10,Moderate,3354
2011,4,10,Severe,2262
2011,4,11,None,20239
2011,4,11,Slight,7717
2011,4,11,Moderate,3746
2011,4,11,Severe,2506
2011,4,12,None,18575
2011,4,12,Slight,6883
2011,4,12,Moderate,3679
2011,4,12,Severe,2733
2011,4,13,None,18898
2011,4,13,Slight,7631
2011,4,13,Moderate,3893
2011,4,13,Severe,3076
2011,4,14,None,15971
2011,4,14,Slight,7394
2011,4,14,Moderate,4266
2011,4,14,Severe,3213
2011,4,15,None,15900
2011,4,15,Slight,7547
2011,4,15,Moderate,4350
2011,4,15,Severe,3530
2011,4,16,None,16005
2011,4,16,Slight,7433
2011,4,16,Moderate,4528
2011,4,16,Severe,4031
2011,4,17,None,17188
2011,4,17,Slight,7860
2011,4,17,Moderate,5043
2011,4,17,Severe,4579
2011,4,18,None,15200
2011,4,18,Slight,6697
2011,4,18,Moderate,4423
2011,4,18,Severe,4216
2011,4,19,None,14844
2011,4,19,Slight,6639
2011,4,19,Moderate,4539
2011,4,19,Severe,4604
2011,4,20,None,10585
2011,4,20,Slight,4459
2011,4,20,Moderate,3435
2011,4,20,Severe,3269
2011,4,21,None,8507
2011,4,21,Slight,4094
2011,4,21,Moderate,2877
2011,4,21,Severe,2363
2011,4,22,None,5210
2011,4,22,Slight,1997
2011,4,22,Moderate,1106
2011,4,22,Severe,939
2011,4,23,None,2073
2011,4,23,Slight,693
2011,4,23,Moderate,373
2011,4,23,Severe,250
2011,5,0,None,564
2011,5,0,Slight,181
2011,5,0,Moderate,72
2011,5,0,Severe,41
2011,5,1,None,442
2011,5,1,Slight,117
2011,5,1,Moderate,24
2011,5,1,Severe,22
2011,5,2,None,32
2011,5,2,Slight,3
2011,5,2,Moderate,0
2011,5,2,Severe,2
2011,5,3,None,21
2011,5,3,Slight,3
2011,5,3,Moderate,1
2011,5,3,Severe,1
2011,5,4,None,27
2011,5,4,Slight,0
2011,5,4,Moderate,1
2011,5,4,Severe,2
2011,5,5,None,3445
2011,5,5,Slight,583
2011,5,5,Moderate,131
2011,5,5,Severe,96
2011,5,6,None,32672
2011,5,6,Slight,5770
2011,5,6,Moderate,1177
2011,5,6,Severe,980
2011,5,7,None,28542
2011,5,7,Slight,6155
2011,5,7,Moderate,1837
2011,5,7,Severe,1289
2011,5,8,None,27112
2011,5,8,Slight,6810
2011,5,8,Moderate,2119
2011,5,8,Severe,1596
2011,5,9,None,21649
2011,5,9,Slight,6860
2011,5,9,Moderate,2286
2011,5,9,Severe,1661
2011,5,10,None,22419
2011,5,10,Slight,7923
2011,5,10,Moderate,2956
2011,5,10,Severe,1924
2011,5,11,None,21727
2011,5,11,Slight,8165
2011,5,11,Moderate,3446
2011,5,11,Severe,2313
2011,5,12,None,19998
2011,5,12,Slight,7599
2011,5,12,Moderate,3516
2011,5,12,Severe,2516
2011,5,13,None,19989
2011,5,13,Slight,8397
2011,5,13,Moderate,3915
2011,5,13,Severe,2879
2011,5,14,None,16629
2011,5,14,Slight,8269
2011,5,14,Moderate,4443
2011,5,14,Severe,3063
2011,5,15,None,16530
2011,5,15,Slight,8249
2011,5,15,Moderate,4531
2011,5,15,Severe,3668
2011,5,16,None,16488
2011,5,16,Slight,7850
2011,5,16,Moderate,4623
2011,5,16,Severe,4087
2011,5,17,None,17022
2011,5,17,Slight,8264
2011,5,17,Moderate,5067
2011,5,17,Severe,4834
2011,5,18,None,15041
2011,5,18,Slight,6662
2011,5,18,Moderate,4696
2011,5,18,Severe,4629
2011,5,19,None,15243
2011,5,19,Slight,7021
2011,5,19,Moderate,4912
2011,5,19,Severe,4955
2011,5,20,None,10555
2011,5,20,Slight,4198
2011,5,20,Moderate,3294
2011,5,20,Severe,3402
2011,5,21,None,8513
2011,5,21,Slight,3728
2011,5,21,Moderate,2586
2011,5,21,Severe,2469
2011,5,22,None,5199
2011,5,22,Slight,2204
2011,5,22,Moderate,1372
2011,5,22,Severe,966
2011,5,23,None,2018
2011,5,23,Slight,691
2011,5,23,Moderate,363
2011,5,23,Severe,238
2011,6,0,None,706
2011,6,0,Slight,248
2011,6,0,Moderate,131
2011,6,0,Severe,85
2011,6,1,None,423
2011,6,1,Slight,124
2011,6,1,Moderate,41
2011,6,1,Severe,28
2011,6,2,None,67
2011,6,2,Slight,7
2011,6,2,Moderate,3
2011,6,2,Severe,4
2011,6,3,None,39
2011,6,3,Slight,11
2011,6,3,Moderate,11
2011,6,3,Severe,13
2011,6,4,None,13
2011,6,4,Slight,0
2011,6,4,Moderate,1
2011,6,4,Severe,1
2011,6,5,None,4082
2011,6,5,Slight,783
2011,6,5,Moderate,158
2011,6,5,Severe,147
2011,6,6,None,32901
2011,6,6,Slight,6408
2011,6,6,Moderate,1310
2011,6,6,Severe,1208
2011,6,7,None,28929
2011,6,7,Slight,6357
2011,6,7,Moderate,1864
2011,6,7,Severe,1528
2011,6,8,None,27227
2011,6,8,Slight,7161
2011,6,8,Moderate,2321
2011,6,8,Severe,1753
2011,6,9,None,21395
2011,6,9,Slight,7253
2011,6,9,Moderate,2716
2011,6,9,Severe,1791
2011,6,10,None,22332
2011,6,10,Slight,8324
2011,6,10,Moderate,3132
2011,6,10,Severe,2098
2011,6,11,None,21329
2011,6,11,Slight,8488
2011,6,11,Moderate,3473
2011,6,11,Severe,2447
2011,6,12,None,19370
2011,6,12,Slight,8135
2011,6,12,Moderate,3574
2011,6,12,Severe,2347
2011,6,13,None,19152
2011,6,13,Slight,8687
2011,6,13,Moderate,3882
2011,6,13,Severe,2822
2011,6,14,None,16036
2011,6,14,Slight,8766
2011,6,14,Moderate,4439
2011,6,14,Severe,2927
2011,6,15,None,16739
2011,6,15,Slight,8885
2011,6,15,Moderate,4553
2011,6,15,Severe,3511
2011,6,16,None,15570
2011,6,16,Slight,8423
2011,6,16,Moderate,4805
2011,6,16,Severe,3920
2011,6,17,None,16698
2011,6,17,Slight,8911
2011,6,17,Moderate,5412
2011,6,17,Severe,4838
2011,6,18,None,14503
2011,6,18,Slight,7461
2011,6,18,Moderate,4728
2011,6,18,Severe,4728
2011,6,19,None,14446
2011,6,19,Slight,7438
2011,6,19,Moderate,5479
2011,6,19,Severe,5471
2011,6,20,None,10719
2011,6,20,Slight,4918
2011,6,20,Moderate,3673
2011,6,20,Severe,3699
2011,6,21,None,8281
2011,6,21,Slight,4192
2011,6,21,Moderate,2862
2011,6,21,Severe,2773
2011,6,22,None,5875
2011,6,22,Slight,2612
2011,6,22,Moderate,1636
2011,6,22,Severe,1672
2011,6,23,None,2578
2011,6,23,Slight,1189
2011,6,23,Moderate,604
2011,6,23,Severe,637
2011,7,0,None,750
2011,7,0,Slight,255
2011,7,0,Moderate,139
2011,7,0,Severe,73
2011,7,1,None,406
2011,7,1,Slight,154
